4 2,1,20,4,5,6,7,8,15,11,10,12,13,14,9,16,17,18,19,3
4 1,6,7,3,2,5,4,8,9,13,14,10,11,12,15,16,17,18,19,20
4 1,2,3,4,5,12,8,7,6,11,10,9,15,16,17,13,14,18,19,20
5 20,13,3,7,6,5,4,11,10,9,8,12,16,15,14,19,18,17,2,1
5 1,2,3,4,5,6,10,9,16,11,7,8,17,13,12,19,18,14,15,20
5 18,2,6,5,4,3,7,8,9,10,14,13,12,17,16,20,1,11,15,19
5 1,2,6,7,3,4,5,8,9,13,12,15,14,17,16,11,10,18,19,20
5 1,2,3,4,5,6,7,14,10,9,8,13,12,17,16,15,11,18,19,20
5 1,2,3,4,11,12,5,6,7,8,9,10,13,14,15,16,20,19,18,17
5 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,19,18,17
5 2,1,20,4,5,6,13,9,8,7,12,15,14,17,16,11,10,18,19,3
5 4,20,1,2,5,6,7,8,9,10,11,15,12,16,17,14,13,18,19,3
5 1,2,3,11,6,5,13,8,12,4,9,10,7,14,15,16,17,18,19,20
6 18,2,3,4,5,6,10,9,8,7,14,11,15,16,13,20,1,17,12,19
6 1,2,3,4,8,7,6,5,9,12,13,15,11,20,16,14,10,19,18,17
6 2,3,4,7,6,5,1,8,9,10,11,12,13,14,15,19,18,17,20,16
6 18,2,3,4,5,6,9,10,11,7,8,12,13,14,15,20,1,17,16,19
6 1,5,4,8,9,2,3,7,12,11,14,15,10,6,13,16,17,18,19,20
6 20,19,6,5,4,3,10,9,12,8,13,14,11,7,15,16,17,18,2,1
6 16,5,4,3,2,6,7,11,10,9,8,12,13,14,18,20,1,15,19,17
6 4,3,2,6,5,1,8,7,9,10,11,12,16,15,14,13,20,19,18,17
6 7,6,2,5,4,1,20,8,9,10,11,12,13,17,16,15,14,18,19,3
6 2,9,8,20,1,5,4,7,6,10,11,12,13,14,18,19,15,16,17,3
7 7,20,1,2,6,9,8,11,10,5,4,12,13,18,19,15,14,17,16,3
7 5,4,1,2,6,9,8,7,3,10,11,12,13,14,15,19,18,17,16,20
7 2,1,20,4,5,6,8,7,3,13,12,11,16,15,18,17,10,14,19,9
7 20,5,4,3,8,7,6,19,9,10,14,13,12,11,15,16,1,2,18,17
7 3,20,19,7,6,5,4,8,9,15,14,13,10,11,12,16,17,1,18,2
7 18,1,20,4,5,10,9,6,7,11,8,12,13,14,15,16,17,2,3,19
7 20,19,3,4,5,6,11,12,8,7,10,18,17,16,9,15,14,13,2,1
7 12,3,2,1,5,9,8,7,6,10,13,14,15,11,17,18,19,4,20,16
7 20,19,3,7,6,13,14,5,4,8,10,15,11,12,9,16,17,18,2,1
7 18,2,3,4,5,6,9,8,7,11,10,13,12,16,15,14,17,1,20,19
8 1,2,6,5,4,8,7,3,11,12,10,14,15,16,18,17,13,9,19,20
8 5,18,19,2,3,9,8,7,6,10,11,14,15,16,12,20,4,17,13,1
8 14,2,3,4,5,6,7,8,9,10,11,12,13,18,19,16,17,1,20,15
8 20,19,6,5,4,9,8,7,3,10,11,12,16,15,2,1,13,14,18,17
8 20,5,4,3,19,9,8,7,6,13,12,11,16,15,18,17,10,14,2,1
8 1,5,9,2,12,8,4,3,13,6,7,11,10,14,17,18,19,15,16,20
8 17,5,7,11,3,4,6,2,10,9,14,15,8,12,13,19,18,1,20,16
8 20,19,2,1,8,5,9,10,7,6,11,14,18,17,12,13,16,15,3,4
8 1,2,3,7,8,4,5,6,9,10,11,12,13,14,15,16,17,18,19,20
8 1,7,6,9,2,3,8,4,5,10,11,12,13,15,16,14,18,19,17,20
9 18,2,3,4,5,6,9,14,8,12,10,13,11,17,7,1,20,16,15,19
9 20,19,18,5,4,11,10,9,13,14,7,3,12,8,15,16,17,1,2,6
9 3,4,5,1,2,6,7,11,12,9,8,13,15,16,10,14,20,19,18,17
9 1,2,6,5,4,10,9,3,7,11,8,15,14,13,18,19,12,16,17,20
9 1,2,3,4,5,6,9,10,11,7,8,15,16,12,13,14,20,19,18,17
9 1,2,3,19,5,6,7,8,12,11,10,14,15,16,9,13,20,4,17,18
9 3,2,1,4,5,10,14,7,6,9,12,11,18,8,13,17,16,15,20,19
9 3,4,5,1,2,6,13,12,7,8,9,16,17,10,11,15,14,18,19,20
9 18,2,3,4,5,6,7,8,17,12,13,9,10,14,16,15,19,20,1,11
9 1,2,3,4,6,10,9,5,13,14,8,7,12,11,15,16,17,18,19,20
10 3,18,6,5,8,7,19,1,12,13,9,10,11,15,14,4,17,16,20,2
10 18,2,9,5,4,3,8,7,6,14,15,12,20,11,10,13,1,17,16,19
10 20,5,4,3,18,6,10,9,8,7,11,12,13,14,15,16,19,2,1,17
10 3,4,20,19,2,9,8,7,6,13,12,11,10,16,17,1,14,15,5,18
10 2,19,15,5,4,3,7,8,12,11,10,9,20,1,14,13,17,18,16,6
10 3,4,5,7,6,2,1,11,10,9,8,16,17,13,20,15,14,12,19,18
10 2,18,7,8,5,19,10,9,4,12,13,14,3,11,1,20,15,16,17,6
10 18,19,2,9,8,7,1,5,6,10,14,15,11,12,13,17,16,20,3,4
10 18,3,7,8,1,2,6,5,9,13,12,11,10,14,15,16,19,20,4,17
10 11,15,2,1,5,6,3,4,10,7,8,9,14,13,12,19,20,16,17,18
11 19,20,5,7,3,9,6,15,14,4,8,11,10,13,12,2,1,17,16,18
11 20,19,5,6,9,3,4,12,11,10,8,7,13,16,17,18,14,15,2,1
11 20,19,14,3,2,6,7,8,9,10,11,12,15,16,17,13,4,18,1,5
11 4,1,17,2,6,20,7,11,10,9,12,16,15,8,13,14,3,19,18,5
11 5,1,6,19,4,20,7,8,9,10,11,14,15,16,18,17,13,12,2,3
11 17,16,3,6,7,8,4,14,9,5,11,15,10,13,12,18,1,2,20,19
11 20,19,3,4,5,16,15,10,14,11,6,9,8,12,7,13,17,18,2,1
11 18,2,3,4,5,6,13,14,7,10,11,12,8,9,15,16,17,1,20,19
11 6,2,3,20,1,5,4,13,14,9,11,10,8,7,16,15,12,19,18,17
11 15,20,1,4,11,12,8,5,6,9,13,14,7,16,17,18,10,19,3,2
12 20,16,5,9,6,3,8,7,4,19,12,14,15,10,11,13,18,17,2,1
12 8,3,2,1,6,12,5,11,10,9,4,7,13,14,15,16,17,18,19,20
12 1,2,6,5,7,8,9,20,19,13,14,10,11,12,15,16,17,18,3,4
12 2,17,16,4,5,6,14,9,8,7,15,11,19,1,20,10,18,12,13,3
12 15,1,20,4,8,7,6,5,14,13,19,10,9,12,18,17,11,2,3,16
12 19,3,7,8,5,2,10,9,4,20,14,13,16,17,12,11,15,18,1,6
12 4,3,16,15,5,9,12,11,7,8,13,6,17,18,14,10,20,1,2,19
12 4,8,7,3,2,1,6,5,11,12,17,10,9,15,14,18,13,16,19,20
12 19,11,9,8,3,4,5,7,6,17,18,14,10,13,16,15,20,12,1,2
12 4,1,17,3,20,13,12,7,6,9,8,15,14,10,11,16,18,2,19,5
13 8,7,5,18,11,6,9,10,3,4,2,12,16,15,14,13,17,1,20,19
13 18,12,6,5,19,4,9,13,7,3,8,11,16,17,10,14,15,20,1,2
13 4,6,7,5,1,3,9,8,2,13,12,11,10,14,18,17,16,15,19,20
13 20,19,7,3,2,12,13,10,5,6,14,11,4,17,16,15,8,18,9,1
13 11,2,3,20,1,10,8,7,6,9,17,13,12,5,16,15,14,18,19,4
13 15,2,1,5,4,18,8,7,6,11,10,9,14,13,12,17,19,20,3,16
13 18,5,6,19,11,7,4,20,16,8,9,17,14,15,10,13,12,3,2,1
13 6,18,19,7,3,4,1,11,16,15,9,10,13,17,12,8,14,5,20,2
13 19,20,8,11,7,1,9,4,5,10,13,14,15,6,16,3,2,12,17,18
13 19,2,3,4,20,6,10,8,5,14,15,11,9,13,12,16,17,18,7,1
14 6,5,2,1,20,10,3,7,8,4,11,16,9,14,15,13,12,19,18,17
14 19,17,5,6,2,1,4,12,13,14,15,9,8,7,11,16,18,3,10,20
14 1,3,6,5,10,9,7,14,2,4,8,13,16,15,11,18,20,19,17,12
14 2,15,19,7,6,5,4,8,9,10,11,1,14,12,13,16,18,17,20,3
14 1,2,7,8,16,15,10,9,11,6,4,3,12,17,13,14,20,19,18,5
14 7,3,2,1,6,5,10,4,11,17,18,9,12,8,13,19,15,16,14,20
14 1,5,4,3,2,6,11,14,15,16,12,8,7,10,9,13,20,19,18,17
14 18,15,20,5,4,6,9,19,3,10,11,13,17,16,12,14,1,8,7,2
14 18,2,3,6,14,4,5,10,9,8,7,17,15,16,12,13,11,1,20,19
14 14,4,20,1,5,6,9,11,12,10,8,13,19,17,16,7,15,3,2,18
15 3,7,4,2,1,5,10,8,9,6,11,15,14,13,12,16,17,20,19,18
15 3,4,5,1,10,11,2,6,9,16,12,7,18,19,14,15,8,13,17,20
15 20,19,5,6,2,7,3,16,12,11,4,13,9,10,15,14,1,8,18,17
15 20,19,3,4,10,17,8,11,5,9,18,6,7,16,15,14,13,12,2,1
15 3,2,18,13,4,16,6,5,11,12,10,9,7,15,14,17,1,20,8,19
15 19,2,7,8,3,12,11,6,15,10,4,5,16,9,13,14,17,18,1,20
15 2,16,12,1,6,10,3,4,7,8,17,14,15,11,18,19,9,13,5,20
15 5,6,12,1,8,7,3,2,9,13,14,10,11,17,16,15,20,19,18,4
15 3,15,14,9,19,5,12,10,17,8,13,7,6,11,16,4,18,20,1,2
15 4,18,1,2,8,5,9,10,7,6,13,14,17,12,19,3,15,11,20,16
16 5,1,18,2,3,12,8,10,11,4,7,9,17,19,13,20,6,14,15,16
16 17,1,6,2,3,14,8,11,10,15,12,7,4,16,9,13,19,20,5,18
16 19,15,1,5,6,4,8,9,7,10,11,12,17,16,13,14,20,2,3,18
16 6,3,8,1,17,4,11,5,10,9,12,15,14,13,7,16,18,2,19,20
16 18,8,4,3,2,7,6,5,14,13,12,9,10,11,15,16,17,1,20,19
16 15,16,17,4,8,7,5,18,11,13,19,9,6,14,2,1,20,10,12,3
16 18,1,11,7,5,20,3,8,9,6,15,16,12,4,2,17,19,10,14,13
16 4,3,19,7,6,5,11,10,16,8,12,9,13,2,1,17,14,20,18,15
16 7,6,1,19,3,4,2,11,10,9,8,12,13,17,16,15,14,20,5,18
16 1,19,14,17,4,9,20,3,8,10,6,5,12,11,16,15,7,2,18,13
17 9,1,5,6,20,11,10,2,3,14,18,7,8,13,12,19,15,16,4,17
17 19,12,4,9,5,20,16,10,11,6,7,18,14,13,8,17,1,2,15,3
17 18,2,6,19,7,20,5,11,9,10,15,16,12,8,14,13,17,1,4,3
17 19,5,4,17,3,13,11,6,8,7,10,14,9,2,16,18,15,12,20,1
17 20,2,6,4,9,10,3,16,7,8,11,15,14,13,12,19,1,5,17,18
17 4,18,19,6,1,9,11,13,15,8,16,7,20,12,2,17,10,14,3,5
17 4,3,2,1,8,5,18,10,13,14,6,7,11,12,17,20,19,9,16,15
17 20,8,1,2,3,7,13,18,9,12,6,5,19,11,17,4,10,15,16,14
17 20,17,4,13,7,19,3,11,10,6,5,8,9,14,12,18,1,16,15,2
17 12,1,4,8,7,20,11,10,15,6,18,19,9,5,14,16,17,3,2,13
18 2,1,20,16,3,4,7,6,5,9,11,13,8,10,19,18,15,12,17,14
18 1,20,10,5,3,11,8,2,6,9,7,15,17,18,12,16,14,13,19,4
18 5,15,8,20,4,9,12,19,1,13,6,18,14,11,10,17,16,3,2,7
18 8,16,4,3,17,9,6,5,7,10,12,11,15,14,13,18,2,1,20,19
18 18,5,19,10,4,7,6,11,3,8,9,15,16,17,20,12,13,14,1,2
18 4,3,6,10,9,17,1,7,2,11,8,15,16,12,13,14,20,19,18,5
18 20,18,19,7,5,16,8,4,2,3,13,10,15,11,14,9,17,12,6,1
18 20,4,6,7,1,2,5,9,8,15,11,10,14,16,17,18,12,19,3,13
18 20,3,4,2,5,19,7,11,10,9,17,1,8,12,13,18,14,6,16,15
18 15,16,1,11,4,3,5,10,9,6,20,14,18,8,13,19,12,17,2,7
19 3,19,4,18,8,6,15,11,20,7,2,14,9,16,17,12,13,10,5,1
19 2,1,16,7,6,5,4,8,12,11,10,9,13,17,20,19,14,18,15,3
19 19,14,4,1,17,9,10,15,8,7,11,12,16,13,6,5,20,2,3,18
19 4,18,20,3,14,7,6,12,19,11,8,10,9,17,16,15,13,1,2,5
19 7,6,8,19,16,5,2,4,12,13,9,10,11,1,17,14,15,20,18,3
19 2,18,9,11,8,4,6,7,5,10,17,20,15,12,1,19,3,13,14,16
19 17,18,11,7,1,6,4,3,2,12,13,15,16,9,14,20,19,5,10,8
19 4,6,2,3,7,16,11,12,18,20,5,10,17,14,15,9,13,19,1,8
19 2,17,9,19,20,1,5,6,3,8,16,11,10,13,12,18,4,15,14,7
19 3,19,15,7,1,20,9,6,2,8,4,14,11,12,13,18,17,5,16,10
20 3,4,18,15,9,6,5,1,2,7,12,11,8,14,13,19,20,16,17,10
20 6,3,1,5,14,4,9,10,13,8,12,17,11,19,15,16,7,20,2,18
20 9,2,5,7,4,19,10,3,8,12,13,15,1,20,14,17,18,11,16,6
20 4,7,8,3,16,2,9,5,6,13,18,15,10,14,11,20,1,12,19,17
20 17,7,20,3,5,4,9,10,11,15,2,1,18,14,8,13,12,19,6,16
20 20,19,15,2,3,6,1,11,7,16,12,8,14,13,10,9,17,18,5,4
20 20,6,7,2,19,5,1,11,10,13,3,8,9,16,15,17,12,18,14,4
20 9,7,4,1,8,3,16,5,6,13,12,11,10,15,14,2,20,19,18,17
20 2,1,9,10,6,17,4,7,16,11,3,8,18,19,12,20,13,5,14,15
20 3,1,9,5,18,20,8,7,6,14,15,12,13,10,11,19,4,17,16,2
