7 18,5,6,4,2,3,7,11,9,10,8,15,16,17,12,13,14,1,19,20
7 1,5,3,4,2,9,7,8,6,10,14,12,13,17,18,16,11,15,19,20
7 18,19,20,7,11,6,4,5,9,10,8,15,13,14,12,16,17,1,2,3
7 1,2,6,4,5,12,7,8,3,10,11,9,16,17,15,13,14,18,19,20
7 1,2,3,7,8,6,4,11,9,10,5,18,16,14,12,19,17,15,13,20
7 1,2,3,4,5,6,7,8,9,10,14,12,13,11,15,16,17,18,19,20
7 1,5,20,4,2,6,10,11,12,7,8,9,13,17,18,16,14,15,19,3
8 1,5,20,7,2,6,10,8,12,4,11,9,13,14,18,16,17,15,19,3
8 4,19,20,1,8,6,7,11,12,10,5,9,16,17,15,13,14,18,2,3
8 15,16,20,4,5,6,7,11,12,10,8,9,13,14,18,2,17,1,19,3
8 1,5,20,4,11,6,7,2,15,10,14,9,13,8,18,16,17,12,19,3
8 4,2,3,1,8,6,7,5,15,10,17,9,13,14,12,19,11,18,16,20
8 1,2,6,18,5,3,7,8,12,10,11,9,13,14,15,16,20,4,19,17
8 1,2,20,4,5,6,7,14,12,10,8,9,16,17,15,13,11,18,19,3
8 4,2,3,1,8,9,7,5,12,16,14,15,10,11,6,13,17,18,19,20
8 1,2,20,4,5,9,7,14,6,10,8,15,13,17,12,16,11,18,19,3
8 7,5,17,18,8,6,4,2,9,10,11,12,16,14,15,13,20,1,19,3
9 4,2,3,1,5,6,10,8,9,7,11,12,13,14,18,16,17,15,19,20
9 18,8,20,4,2,9,7,11,6,10,5,12,16,14,15,13,17,1,19,3
9 4,2,20,1,5,3,10,8,12,7,11,9,16,17,15,13,14,18,19,6
9 4,5,3,10,2,9,1,8,6,7,11,15,16,14,12,13,17,18,19,20
9 18,2,3,7,5,6,1,8,9,10,11,12,13,14,15,19,20,4,16,17
9 1,5,6,7,2,3,4,11,9,10,8,12,13,17,18,16,20,15,19,14
9 4,5,20,1,2,9,10,8,6,7,17,12,16,14,15,13,11,18,19,3
9 7,5,3,18,2,9,4,8,6,10,11,1,16,14,15,13,17,12,19,20
9 1,2,3,4,5,9,10,17,6,7,8,15,13,11,12,19,14,18,16,20
9 18,8,20,4,2,6,7,11,12,13,5,9,16,14,1,10,17,15,19,3
10 1,19,17,4,8,9,7,14,6,10,5,12,13,20,15,16,11,18,2,3
10 1,2,3,18,5,6,10,11,12,7,8,9,13,14,15,16,17,4,19,20
10 18,2,6,1,5,3,7,8,9,13,11,12,10,14,15,16,17,4,19,20
10 4,19,20,1,5,6,10,11,9,13,8,12,2,14,15,7,17,18,16,3
10 1,5,20,4,2,15,10,8,6,7,17,9,13,11,12,16,14,18,19,3
10 4,19,3,1,5,9,7,8,6,10,11,12,16,14,15,13,17,18,2,20
10 1,5,20,4,2,6,7,8,15,10,11,9,16,14,18,13,17,12,19,3
10 18,19,14,4,5,9,7,8,1,10,11,6,16,17,12,13,20,15,2,3
10 4,19,20,1,5,6,13,8,12,16,11,9,7,14,15,10,17,18,2,3
10 4,8,6,1,2,9,7,11,3,13,5,15,10,17,12,16,20,18,19,14
11 4,2,20,1,5,3,7,8,9,13,14,12,10,11,15,16,17,18,19,6
11 4,2,20,1,8,6,7,5,12,10,11,15,13,14,18,16,3,9,19,17
11 1,5,20,4,2,6,13,8,3,7,14,12,16,11,15,10,17,18,19,9
11 7,2,17,18,5,9,4,8,3,10,14,12,19,11,15,13,6,1,16,20
11 18,8,3,7,2,6,4,11,9,16,5,15,13,14,12,10,17,1,19,20
11 1,2,20,4,5,6,7,14,9,13,17,12,16,8,15,10,11,18,19,3
11 4,5,20,1,19,6,7,11,12,10,8,15,13,14,9,16,17,18,2,3
11 15,19,3,7,5,6,4,11,9,13,8,12,10,14,18,2,17,1,16,20
11 4,19,3,7,5,9,1,8,12,13,11,6,16,14,18,10,20,15,2,17
11 7,19,3,1,2,6,10,11,9,4,8,12,13,14,15,16,20,18,5,17
12 4,8,6,1,19,3,10,5,9,7,11,12,16,14,15,13,20,18,2,17
12 1,2,20,4,5,12,7,14,6,10,8,9,13,11,15,19,17,18,16,3
12 15,2,6,4,8,9,7,5,20,16,14,12,10,17,18,13,11,1,19,3
12 18,8,3,10,2,6,4,11,9,13,5,12,16,14,15,7,17,1,19,20
12 18,2,3,4,5,6,7,8,9,10,11,12,13,14,1,16,17,15,19,20
12 4,2,3,1,5,6,7,14,9,10,8,12,16,17,15,19,11,18,13,20
12 15,2,20,4,5,9,7,8,6,10,14,12,13,11,18,19,17,1,16,3
12 1,19,3,4,5,17,10,8,12,7,11,9,13,14,15,2,20,18,16,6
12 7,2,3,10,5,12,18,8,6,4,11,9,16,17,1,13,14,15,19,20
12 4,2,20,1,5,6,10,8,12,7,14,9,16,3,15,13,11,18,19,17
13 1,19,20,7,5,6,4,8,12,10,11,9,16,14,15,13,17,18,2,3
13 9,19,3,7,8,12,4,5,6,13,14,15,10,11,18,16,20,1,2,17
13 18,5,3,4,2,9,7,8,6,10,11,12,16,20,1,13,14,15,19,17
13 15,19,3,1,5,6,4,11,9,10,8,12,13,17,18,16,14,7,2,20
13 1,5,6,10,2,3,7,8,12,4,14,9,16,11,15,19,17,18,13,20
13 18,2,20,7,19,6,4,8,12,16,11,9,10,14,15,13,17,1,5,3
13 1,16,6,18,5,3,4,8,15,7,11,9,13,14,10,19,17,12,2,20
13 1,5,6,10,2,3,7,14,9,4,8,12,16,11,15,19,17,18,13,20
13 7,2,3,4,5,6,1,8,12,10,11,9,16,14,15,13,17,18,19,20
13 18,19,20,4,5,6,7,8,9,10,11,15,16,17,1,13,14,12,2,3
14 15,2,3,18,11,6,4,5,9,10,20,1,16,8,12,13,14,7,19,17
14 18,19,6,7,5,9,1,14,15,10,8,3,13,11,12,16,17,4,2,20
14 4,11,3,1,5,9,13,8,6,7,14,12,10,2,18,16,20,15,19,17
14 18,5,6,4,19,3,10,8,12,7,11,9,13,17,1,16,14,15,2,20
14 18,16,20,10,8,6,4,14,12,7,5,9,13,11,15,19,17,1,2,3
14 10,5,3,4,19,6,18,8,12,7,11,15,13,17,9,16,14,1,2,20
14 18,8,20,4,19,3,7,5,9,13,14,12,10,11,15,16,17,1,2,6
14 18,19,20,7,2,6,1,11,12,13,5,9,10,14,15,8,3,4,16,17
14 15,2,17,4,8,3,7,5,12,10,14,9,16,11,1,13,20,18,19,6
14 1,5,17,4,2,6,7,11,9,13,8,18,10,20,12,16,14,15,19,3
15 15,2,9,7,5,3,4,11,12,10,8,6,13,14,18,16,17,1,19,20
15 4,19,3,18,11,9,7,5,1,10,8,6,16,14,15,13,17,12,2,20
15 15,5,3,10,2,6,1,11,12,16,8,9,13,20,18,7,14,4,19,17
15 4,19,3,7,5,12,1,8,15,13,11,6,10,17,9,2,20,18,16,14
15 10,19,3,4,5,6,18,11,12,7,17,9,16,14,1,13,8,15,2,20
15 12,2,20,4,19,9,13,11,6,10,14,15,7,8,18,16,17,1,5,3
15 18,16,3,4,11,6,7,5,12,13,8,1,10,17,9,19,20,15,2,14
15 15,5,20,4,2,9,7,8,6,10,14,18,16,11,12,13,3,1,19,17
15 4,13,6,1,8,12,7,5,9,10,11,3,19,14,15,2,17,18,16,20
15 18,2,20,1,11,9,7,8,6,13,14,12,10,5,15,16,17,4,19,3
16 18,2,3,1,8,9,7,5,6,13,20,12,10,11,4,16,17,15,19,14
16 18,5,17,13,2,6,4,8,12,7,11,9,10,14,1,16,3,15,19,20
16 18,2,20,4,19,9,10,14,6,7,8,12,13,17,15,16,11,1,5,3
16 18,2,6,10,5,9,4,8,3,7,14,12,13,11,15,16,17,1,19,20
16 1,5,3,4,2,6,7,8,12,10,11,9,13,14,18,16,20,15,19,17
16 4,2,9,1,5,3,7,8,6,13,14,12,19,17,15,16,20,18,10,11
16 4,19,3,1,5,6,16,14,12,13,8,9,7,17,15,2,11,18,10,20
16 7,19,6,4,8,3,1,11,9,10,2,12,13,14,18,5,17,15,16,20
16 1,2,3,4,5,12,13,11,6,7,8,9,19,14,15,16,17,18,10,20
16 7,19,20,1,5,9,4,11,6,16,8,18,13,17,15,10,3,12,2,14
17 1,19,3,4,8,9,10,11,6,7,5,12,16,14,18,13,17,15,2,20
17 15,19,3,1,5,9,10,11,6,7,8,4,13,17,12,16,20,18,2,14
17 1,5,17,7,2,12,4,14,3,10,8,15,13,11,9,19,20,18,16,6
17 1,19,20,4,5,12,18,11,6,10,8,15,13,14,9,16,17,7,2,3
17 18,5,3,4,19,6,10,8,9,16,14,12,7,17,15,2,11,1,13,20
17 7,19,3,1,20,6,13,5,9,4,8,12,10,11,18,16,14,15,2,17
17 7,5,6,18,2,20,4,8,12,10,11,9,13,17,15,16,3,1,19,14
17 1,2,20,4,11,12,10,19,6,7,17,18,16,5,9,8,3,15,13,14
17 18,8,6,1,5,3,7,2,15,10,14,12,19,11,9,13,20,4,16,17
17 1,2,20,4,8,6,10,5,9,16,11,12,19,17,18,7,14,15,13,3
18 1,19,20,10,2,6,7,8,9,4,11,12,13,17,15,5,14,18,16,3
18 4,2,3,10,19,6,15,11,18,7,8,12,13,20,9,16,14,1,5,17
18 18,19,20,4,8,6,10,5,1,7,11,12,13,14,9,16,3,15,2,17
18 18,2,3,1,5,6,13,11,12,7,8,9,19,14,4,16,17,15,10,20
18 18,2,6,4,5,17,7,8,15,10,11,9,19,14,12,13,20,1,16,3
18 15,19,20,13,2,6,1,8,9,10,11,12,16,14,18,7,3,4,5,17
18 10,5,17,18,2,9,4,8,12,7,11,1,16,20,6,19,14,15,13,3
18 18,19,17,7,5,12,4,11,6,10,8,9,13,14,1,2,20,15,16,3
18 4,2,6,1,11,20,19,8,9,7,5,12,16,17,18,10,14,15,13,3
18 4,5,6,10,2,9,18,11,12,7,8,15,13,14,3,16,17,1,19,20
19 4,19,6,18,8,3,7,2,9,10,11,15,13,17,12,16,20,1,5,14
19 1,5,12,10,2,3,4,14,6,7,8,15,13,17,18,16,11,9,19,20
19 1,19,17,4,2,6,7,5,9,10,11,12,16,14,18,13,20,15,8,3
19 1,19,20,4,5,6,10,8,15,7,11,12,2,14,18,13,17,9,16,3
19 18,2,20,1,5,9,7,8,12,10,14,6,13,11,15,16,3,4,19,17
19 1,16,6,4,2,3,7,14,12,19,8,9,10,17,15,13,20,18,5,11
19 1,2,3,4,8,6,7,5,9,13,14,15,10,11,12,19,17,18,16,20
19 10,16,6,1,11,9,7,8,12,4,2,15,19,14,18,13,20,3,5,17
19 1,8,17,7,19,9,4,2,6,13,11,15,10,14,12,5,20,18,16,3
19 1,2,20,13,5,3,4,8,12,7,14,15,10,11,9,19,17,18,16,6
20 1,14,20,7,2,9,4,11,3,10,8,12,16,5,15,13,17,18,19,6
20 18,2,9,1,5,3,7,11,12,10,14,6,13,8,4,16,17,15,19,20
20 12,5,3,4,8,6,7,2,9,16,14,1,10,11,15,13,17,18,19,20
20 1,5,20,10,19,9,4,11,6,7,17,15,16,8,12,13,3,18,2,14
20 10,8,20,1,19,9,4,14,6,7,5,12,16,17,15,13,11,18,2,3
20 18,19,3,10,2,6,4,11,9,13,5,15,16,17,1,7,14,12,8,20
20 15,13,17,7,2,6,16,14,12,4,8,18,19,11,9,10,20,1,5,3
20 15,19,6,1,5,20,13,8,12,10,11,9,7,14,18,16,17,4,2,3
20 15,19,6,7,8,9,4,5,18,16,11,20,10,17,12,13,3,1,2,14
20 4,2,20,1,5,9,10,8,6,7,14,12,16,11,15,13,17,18,19,3
